Bill_no.,Status,Doc_name,Doc _url
HB 2433,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to delegation of medication administration and health maintenance tasks to approved medication assistive personnel,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2433 INTR.pdf
HB 2434,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to public health standards for businesses remaining open during the COVID-19 outbreak,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2434 INTR.pdf
HB 2435,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to diabetes self-management education,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2435 INTR.pdf
HB 2436,Pending,"Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to West Virginia clearance for access, registry, and employment screening",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2436 INTR.pdf
HB 2437,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to recovery residence certification and accreditation program,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2437 INTR.pdf
HB 2438,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to child placing agencies licensure,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2438 INTR.pdf
HB 2439,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to minimum licensing requirements for residential child care and treatment facilities for children and transitioning adults and vulnerable and transitioning youth group homes and programs in West Virginia,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2439 INTR.pdf
HB 2440,Pending,Authorizing the Department of Health and Human Resources to promulgate a legislative rule relating to procedure to contest the substantiation of child abuse or neglect,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2440 INTR.pdf
HB 2441,Pending,Authorizing the Health Care Authority to promulgate a legislative rule relating to exemption from certificate of need,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2441 INTR.pdf
HB 2442,Pending,"Authorizing the Fire Commission to promulgate a legislative rule relating to standards for the certification and continuing education of municipal, county, and other public sector building code officials, building code inspectors, and plans examiners",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2442 INTR.pdf
HB 2443,Pending,"Authorizing the Fire Marshal to promulgate a legislative rule relating to standards for the certification and continuing education municipal, county, and other public sector building code officials, building code inspectors, and plans examiners",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2443 INTR.pdf
HB 2444,Pending,Authorizing the State Emergency Response Commission to promulgate a legislative rule relating to emergency planning and community right to know,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2444 INTR.pdf
HB 2445,Pending,Authorizing the State Emergency Response Commission to promulgate a legislative rule relating to emergency planning grant program,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2445 INTR.pdf
HB 2446,Pending,Authorizing the Commissioner of Agriculture to promulgate a legislative rule relating to animal disease control,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2446 INTR.pdf
HB 2447,Pending,Authorizing the Commissioner of Agriculture to promulgate a legislative rule relating to West Virginia Seed Law,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2447 INTR.pdf
HB 2448,Pending,Authorizing the Commissioner of Agriculture to promulgate a legislative rule relating to inspection of meat and poultry,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2448 INTR.pdf
HB 2449,Pending,Authorizing the Commissioner of Agriculture to promulgate a legislative rule relating to poultry litter and manure movement into primary poultry breeder rearing areas,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2449 INTR.pdf
HB 2450,Pending,Authorizing the Commissioner of Agriculture to promulgate a legislative rule relating to seed certification program,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2450 INTR.pdf
HB 2451,Pending,Authorizing the Commissioner of Agriculture to promulgate a legislative rule relating to WV exempted dairy farms and milk and milk products processing rules,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2451 INTR.pdf
HB 2452,Pending,Authorizing the Auditor to promulgate a legislative rule relating to standards for requisitions for payment issued by State Officers on the Auditor,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2452 INTR.pdf
HB 2453,Pending,"Authorizing the Board of Funeral Service Examiners to promulgate a legislative rule relating to funeral director, embalmer, apprentice, courtesy card holders and funeral establishment requirements",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2453 INTR.pdf
HB 2454,Pending,Authorizing the Board of Funeral Service Examiners to promulgate a legislative rule relating to crematory requirements,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2454 INTR.pdf
HB 2455,Pending,Authorizing the Board of Funeral Service Examiners to promulgate a legislative rule relating to fee schedule,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2455 INTR.pdf
HB 2456,Pending,Authorizing the Board of Hearing Aid Dealers to promulgate a legislative rule relating to rule governing the West Virginia Board of Hearing Aid Dealers,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2456 INTR.pdf
HB 2457,Pending,Authorizing the Board of Landscape Architects to promulgate a legislative rule relating to registration of landscape architects,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2457 INTR.pdf
HB 2458,Pending,Authorizing the Board of Landscape Architects to promulgate a legislative rule relating to application for waiver of initial licensing fees for certain individuals,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2458 INTR.pdf
HB 2459,Pending,Authorizing the Livestock Care Standards Board to promulgate a legislative rule relating to livestock care standards,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2459 INTR.pdf
HB 2460,Pending,Authorizing the Board of Medicine to promulgate a legislative rule relating to registration to practice during declared state of emergency,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2460 INTR.pdf
HB 2461,Pending,"Authorizing the Board of Occupational Therapy to promulgate a legislative rule relating to telehealth practice; requirements, definitions",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2461 INTR.pdf
HB 2462,Pending,Authorizing the Board of Osteopathic Medicine to promulgate a legislative rule relating to licensing procedures for osteopathic physicians,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2462 INTR.pdf
HB 2463,Pending,Authorizing the Board of Osteopathic Medicine to promulgate a legislative rule relating to emergency temporary permits to practice during states of emergency or states of preparedness,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2463 INTR.pdf
HB 2464,Pending,Authorizing the Board of Pharmacy to promulgate a legislative rule relating to licensure and practice of pharmacy,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2464 INTR.pdf
HB 2465,Pending,Authorizing the Board of Pharmacy to promulgate a legislative rule relating to Uniform Controlled Substances Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2465 INTR.pdf
HB 2466,Pending,Authorizing the Board of Pharmacy to promulgate a legislative rule relating to board of pharmacy rules for continuing education for licensure of pharmacists,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2466 INTR.pdf
HB 2467,Pending,"Authorizing the Board of Pharmacy to promulgate a legislative rule relating to licensure of wholesale drug distributors, third party logistics providers, and manufacturers",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2467 INTR.pdf
HB 2468,Pending,Authorizing the Board of Pharmacy to promulgate a legislative rule relating to controlled substances monitoring program,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2468 INTR.pdf
HB 2469,Pending,Authorizing the Board of Pharmacy to promulgate a legislative rule relating to board of pharmacy rules for immunizations administered by pharmacists and pharmacy interns,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2469 INTR.pdf
HB 2470,Pending,Authorizing the Board of Physical Therapy to promulgate a legislative rule relating to general provisions for physical therapist and physical therapist assistants,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2470 INTR.pdf
HB 2471,Pending,Authorizing the Board of Physical Therapy to promulgate a legislative rule relating to fees for physical therapist and physical therapist assistants,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2471 INTR.pdf
HB 2472,Pending,Authorizing the Board of Physical Therapy to promulgate a legislative rule relating to general provisions for athletic trainers,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2472 INTR.pdf
HB 2473,Pending,Authorizing the Board of Physical Therapy to promulgate a legislative rule relating to fees for athletic trainers,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2473 INTR.pdf
HB 2474,Pending,Authorizing the Board of Professional Surveyors to promulgate a legislative rule relating to examination and licensing of professional surveyors in West Virginia,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2474 INTR.pdf
HB 2475,Pending,"Authorizing the Real Estate Commission to promulgate a legislative rule relating to licensing real estate brokers, associate brokers, and salespersons and the conduct of brokerage business",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2475 INTR.pdf
HB 2476,Pending,Authorizing the Board of Respiratory Care to promulgate a legislative rule relating to criteria for licensure,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2476 INTR.pdf
HB 2477,Pending,"Authorizing the Secretary of State to promulgate a legislative rule relating to loan and grant programs under the Help America Vote Act (HAVA) for the purchase of voting equipment, election systems, software, services and upgrades",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2477 INTR.pdf
HB 2478,Pending,Authorizing the Secretary of State to promulgate a legislative rule relating to guidelines and standards for electronic notarization,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2478 INTR.pdf
HB 2479,Pending,Authorizing the Bureau of Senior Services to promulgate a legislative rule relating to shared table initiative for senior citizens,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2479 INTR.pdf
HB 2480,Pending,Relating to state boards of examination or registration,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2480 INTR.pdf
HB 2481,Pending,Removing and modifying certain requirements for employers relating to wages for construction of public improvements,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2481 INTR.pdf
HB 2482,Pending,"Clarifying that municipalities may enact ordinances for rates, fees, and charges based upon actual use of services",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2482 INTR.pdf
HB 2483,Pending,Relating to preventing compensatory damage awards for medical expenses from including certain sums,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2483 INTR.pdf
HB 2484,Pending,Relating to relocation or closure of state higher education institutions,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2484 INTR.pdf
HB 2485,Pending,Public Participation Protection Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2485 INTR.pdf
HB 2486,Pending,Qualifying not-for-profit private baccalaureate institutions for the Advanced Career Education Programs and the WV Invests Grant Program,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2486 INTR.pdf
HB 2487,Pending,Creating a Campus Mentors pilot program,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2487 INTR.pdf
HB 2488,Pending,Relating to an occupational limited license,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2488 SUB.pdf
HB 2489,Pending,The Genealogical Record Integrity Act of 2020,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2489 INTR.pdf
HB 2490,Pending,Requiring fifty percent of all reappropriated revenue accounts to be surrendered to general revenue,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2490 INTR.pdf
HB 2491,Pending,Expanding the eligibility requirements for private investigator and security guard licensure,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2491 INTR.pdf
HB 2492,Pending,Increasing the penalty for DUI causing death when a child is present,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2492 INTR.pdf
HB 2493,Pending,Providing valuation limitations for coal property taxation and clarifying the penalties for non-filers,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2493 INTR.pdf
HB 2494,Pending,Create license plate for autism awareness,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2494 INTR.pdf
HB 2495,Signed,Relating to the filing of asbestos and silica claims,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2495 SUB ENR.pdf
HB 2496,Pending,Relating to assessments of real property,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2496 INTR.pdf
HB 2497,Pending,Eliminate permit needed to hunt trap or fish for veterans who suffer PTSD,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2497 INTR.pdf
HB 2498,Pending,Ensure State Road Construction Account funds are in addition to general highways funds provided to the DOT districts,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2498 INTR.pdf
HB 2499,Signed,Tax reduction for arms and ammo manufacturing,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2499 SUB ENR.pdf
HB 2500,Signed,Create an act for Statewide Uniformity for Auxiliary Container Regulations,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2500 INTR.pdf
HB 2501,Pending,Suspend School Aid Funding Formula implementation until budget year 2024,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2501 INTR.pdf
HB 2502,Pending,Specified percent of all “unencumbered” special revenue accounts to be surrendered to general revenue if there has been activity in the account for specified periods,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB2502 INTR.pdf
